E,U,Th
1.0755,0.0,0.0
1.0765,0.0,0.0
1.0775,0.0,0.0
1.0785,0.0,0.0
1.0795,0.0,0.0
1.0805,0.0,0.0
1.0815,0.0,0.0
1.0825,0.0,0.0
1.0835,0.0,0.0
1.0845,0.0,0.0
1.0855,0.0,0.0
1.0865,0.0,0.0
1.0875,0.0,0.0
1.0885,0.0,0.0
1.0895,0.0,0.0
1.0905,0.0,0.0
1.0915,0.0,0.0
1.0925,0.0,0.0
1.0935,0.0,0.0
1.0945,0.0,0.0
1.0955,0.0,0.0
1.0965,0.0,0.0
1.0975,0.0,0.0
1.0985,0.0,0.0
1.0995,0.0,0.0
1.1005,0.0,0.0
1.1015,0.0,0.0
1.1025,0.0,0.0
1.1035,0.0,0.0
1.1045,0.0,0.0
1.1055,0.0,0.0
1.1065,0.0,0.0
1.1075,0.0,0.0
1.1085,0.0,0.0
1.1095,0.0,0.0
1.1105,0.0,0.0
1.1115,0.0,0.0
1.1125,0.0,0.0
1.1135,0.0,0.0
1.1145,0.0,0.0
1.1155,0.0,0.0
1.1165,0.0,0.0
1.1175,0.0,0.0
1.1185,0.0,0.0
1.1195,0.0,0.0
1.1205,0.0,0.0
1.1215,0.0,0.0
1.1225,0.0,0.0
1.1235,0.0,0.0
1.1245,0.0,0.0
1.1255,0.0,0.0
1.1265,0.0,0.0
1.1275,0.0,0.0
1.1285,0.0,0.0
1.1295,0.0,0.0
1.1305,0.0,0.0
1.1315,0.0,0.0
1.1325,0.0,0.0
1.1335,0.0,0.0
1.1345,0.0,0.0
1.1355,0.0,0.0
1.1365,0.0,0.0
1.1375,0.0,0.0
1.1385,0.0,0.0
1.1395,0.0,0.0
1.1405,0.0,0.0
1.1415,0.0,0.0
1.1425,0.0,0.0
1.1435,0.0,0.0
1.1445,0.0,0.0
1.1455,0.0,0.0
1.1465,0.0,0.0
1.1475,0.0,0.0
1.1485,0.0,0.0
1.1495,0.0,0.0
1.1505,0.0,0.0
1.1515,0.0,0.0
1.1525,0.0,0.0
1.1535,0.0,0.0
1.1545,0.0,0.0
1.1555,0.0,0.0
1.1565,0.0,0.0
1.1575,0.0,0.0
1.1585,0.0,0.0
1.1595,0.0,0.0
1.1605,0.0,0.0
1.1615,0.0,0.0
1.1625,0.0,0.0
1.1635,0.0,0.0
1.1645,0.0,0.0
1.1655,0.0,0.0
1.1665,0.0,0.0
1.1675,0.0,0.0
1.1685,0.0,0.0
1.1695,0.0,0.0
1.1705,0.0,0.0
1.1715,0.0,0.0
1.1725,0.0,0.0
1.1735,0.0,0.0
1.1745,0.0,0.0
1.1755,0.0,0.0
1.1765,0.0,0.0
1.1775,0.0,0.0
1.1785,0.0,0.0
1.1795,0.0,0.0
1.1805,0.0,0.0
1.1815,0.0,0.0
1.1825,0.0,0.0
1.1835,0.0,0.0
1.1845,0.0,0.0
1.1855,0.0,0.0
1.1865,0.0,0.0
1.1875,0.0,0.0
1.1885,0.0,0.0
1.1895,0.0,0.0
1.1905,0.0,0.0
1.1915,0.0,0.0
1.1925,0.0,0.0
1.1935,0.0,0.0
1.1945,0.0,0.0
1.1955,0.0,0.0
1.1965,0.0,0.0
1.1975,0.0,0.0
1.1985,0.0,0.0
1.1995,0.0,0.0
1.2005,0.0,0.0
1.2015,0.0,0.0
1.2025,0.0,0.0
1.2035,0.0,0.0
1.2045,0.0,0.0
1.2055,0.0,0.0
1.2065,0.0,0.0
1.2075,0.0,0.0
1.2085,0.0,0.0
1.2095,0.0,0.0
1.2105,0.0,0.0
1.2115,0.0,0.0
1.2125,0.0,0.0
1.2135,0.0,0.0
1.2145,0.0,0.0
1.2155,0.0,0.0
1.2165,0.0,0.0
1.2175,0.0,0.0
1.2185,0.0,0.0
1.2195,0.0,0.0
1.2205,0.0,0.0
1.2215,0.0,0.0
1.2225,0.0,0.0
1.2235,0.0,0.0
1.2245,0.0,0.0
1.2255,0.0,0.0
1.2265,0.0,0.0
1.2275,0.0,0.0
1.2285,0.0,0.0
1.2295,0.0,0.0
1.2305,0.0,0.0
1.2315,0.0,0.0
1.2325,0.0,0.0
1.2335,0.0,0.0
1.2345,0.0,0.0
1.2355,0.0,0.0
1.2365,0.0,0.0
1.2375,0.0,0.0
1.2385,0.0,0.0
1.2395,0.0,0.0
1.2405,0.0,0.0
1.2415,0.0,0.0
1.2425,0.0,0.0
1.2435,0.0,0.0
1.2445,0.0,0.0
1.2455,0.0,0.0
1.2465,0.0,0.0
1.2475,0.0,0.0
1.2485,0.0,0.0
1.2495,0.0,0.0
1.2505,0.0,0.0
1.2515,0.0,0.0
1.2525,0.0,0.0
1.2535,0.0,0.0
1.2545,0.0,0.0
1.2555,0.0,0.0
1.2565,0.0,0.0
1.2575,0.0,0.0
1.2585,0.0,0.0
1.2595,0.0,0.0
1.2605,0.0,0.0
1.2615,0.0,0.0
1.2625,0.0,0.0
1.2635,0.0,0.0
1.2645,0.0,0.0
1.2655,0.0,0.0
1.2665,0.0,0.0
1.2675,0.0,0.0
1.2685,0.0,0.0
1.2695,0.0,0.0
1.2705,0.0,0.0
1.2715,0.0,0.0
1.2725,0.0,0.0
1.2735,0.0,0.0
1.2745,0.0,0.0
1.2755,0.0,0.0
1.2765,0.0,0.0
1.2775,0.0,0.0
1.2785,0.0,0.0
1.2795,0.0,0.0
1.2805,0.0,0.0
1.2815,0.0,0.0
1.2825,0.0,0.0
1.2835,0.0,0.0
1.2845,0.0,0.0
1.2855,0.0,0.0
1.2865,0.0,0.0
1.2875,0.0,0.0
1.2885,0.0,0.0
1.2895,0.0,0.0
1.2905,0.0,0.0
1.2915,0.0,0.0
1.2925,0.0,0.0
1.2935,0.0,0.0
1.2945,0.0,0.0
1.2955,0.0,0.0
1.2965,0.0,0.0
1.2975,0.0,0.0
1.2985,0.0,0.0
1.2995,0.0,0.0
1.3005,0.0,0.0
1.3015,0.0,0.0
1.3025,0.0,0.0
1.3035,0.0,0.0
1.3045,0.0,0.0
1.3055,0.0,0.0
1.3065,0.0,0.0
1.3075,0.0,0.0
1.3085,0.0,0.0
1.3095,0.0,0.0
1.3105,0.0,0.0
1.3115,0.0,0.0
1.3125,0.0,0.0
1.3135,0.0,0.0
1.3145,0.0,0.0
1.3155,0.0,0.0
1.3165,0.0,0.0
1.3175,0.0,0.0
1.3185,0.0,0.0
1.3195,0.0,0.0
1.3205,0.0,0.0
1.3215,0.0,0.0
1.3225,0.0,0.0
1.3235,0.0,0.0
1.3245,0.0,0.0
1.3255,0.0,0.0
1.3265,0.0,0.0
1.3275,0.0,0.0
1.3285,0.0,0.0
1.3295,0.0,0.0
1.3305,0.0,0.0
1.3315,0.0,0.0
1.3325,0.0,0.0
1.3335,0.0,0.0
1.3345,0.0,0.0
1.3355,0.0,0.0
1.3365,0.0,0.0
1.3375,0.0,0.0
1.3385,0.0,0.0
1.3395,0.0,0.0
1.3405,0.0,0.0
1.3415,0.0,0.0
1.3425,0.0,0.0
1.3435,0.0,0.0
1.3445,0.0,0.0
1.3455,0.0,0.0
1.3465,0.0,0.0
1.3475,0.0,0.0
1.3485,0.0,0.0
1.3495,0.0,0.0
1.3505,0.0,0.0
1.3515,0.0,0.0
1.3525,0.0,0.0
1.3535,0.0,0.0
1.3545,0.0,0.0
1.3555,0.0,0.0
1.3565,0.0,0.0
1.3575,0.0,0.0
1.3585,0.0,0.0
1.3595,0.0,0.0
1.3605,0.0,0.0
1.3615,0.0,0.0
1.3625,0.0,0.0
1.3635,0.0,0.0
1.3645,0.0,0.0
1.3655,0.0,0.0
1.3665,0.0,0.0
1.3675,0.0,0.0
1.3685,0.0,0.0
1.3695,0.0,0.0
1.3705,0.0,0.0
1.3715,0.0,0.0
1.3725,0.0,0.0
1.3735,0.0,0.0
1.3745,0.0,0.0
1.3755,0.0,0.0
1.3765,0.0,0.0
1.3775,0.0,0.0
1.3785,0.0,0.0
1.3795,0.0,0.0
1.3805,0.0,0.0
1.3815,0.0,0.0
1.3825,0.0,0.0
1.3835,0.0,0.0
1.3845,0.0,0.0
1.3855,0.0,0.0
1.3865,0.0,0.0
1.3875,0.0,0.0
1.3885,0.0,0.0
1.3895,0.0,0.0
1.3905,0.0,0.0
1.3915,0.0,0.0
1.3925,0.0,0.0
1.3935,0.0,0.0
1.3945,0.0,0.0
1.3955,0.0,0.0
1.3965,0.0,0.0
1.3975,0.0,0.0
1.3985,0.0,0.0
1.3995,0.0,0.0
1.4005,0.0,0.0
1.4015,0.0,0.0
1.4025,0.0,0.0
1.4035,0.0,0.0
1.4045,0.0,0.0
1.4055,0.0,0.0
1.4065,0.0,0.0
1.4075,0.0,0.0
1.4085,0.0,0.0
1.4095,0.0,0.0
1.4105,0.0,0.0
1.4115,0.0,0.0
1.4125,0.0,0.0
1.4135,0.0,0.0
1.4145,0.0,0.0
1.4155,0.0,0.0
1.4165,0.0,0.0
1.4175,0.0,0.0
1.4185,0.0,0.0
1.4195,0.0,0.0
1.4205,0.0,0.0
1.4215,0.0,0.0
1.4225,0.0,0.0
1.4235,0.0,0.0
1.4245,0.0,0.0
1.4255,0.0,0.0
1.4265,0.0,0.0
1.4275,0.0,0.0
1.4285,0.0,0.0
1.4295,0.0,0.0
1.4305,0.0,0.0
1.4315,0.0,0.0
1.4325,0.0,0.0
1.4335,0.0,0.0
1.4345,0.0,0.0
1.4355,0.0,0.0
1.4365,0.0,0.0
1.4375,0.0,0.0
1.4385,0.0,0.0
1.4395,0.0,0.0
1.4405,0.0,0.0
1.4415,0.0,0.0
1.4425,0.0,0.0
1.4435,0.0,0.0
1.4445,0.0,0.0
1.4455,0.0,0.0
1.4465,0.0,0.0
1.4475,0.0,0.0
1.4485,0.0,0.0
1.4495,0.0,0.0
1.4505,0.0,0.0
1.4515,0.0,0.0
1.4525,0.0,0.0
1.4535,0.0,0.0
1.4545,0.0,0.0
1.4555,0.0,0.0
1.4565,0.0,0.0
1.4575,0.0,0.0
1.4585,0.0,0.0
1.4595,0.0,0.0
1.4605,0.0,0.0
1.4615,0.0,0.0
1.4625,0.0,0.0
1.4635,0.0,0.0
1.4645,0.0,0.0
1.4655,0.0,0.0
1.4665,0.0,0.0
1.4675,0.0,0.0
1.4685,0.0,0.0
1.4695,0.0,0.0
1.4705,0.0,0.0
1.4715,0.0,0.0
1.4725,0.0,0.0
1.4735,0.0,0.0
1.4745,0.0,0.0
1.4755,0.0,0.0
1.4765,0.0,0.0
1.4775,0.0,0.0
1.4785,0.0,0.0
1.4795,0.0,0.0
1.4805,0.0,0.0
1.4815,0.0,0.0
1.4825,0.0,0.0
1.4835,0.0,0.0
1.4845,0.0,0.0
1.4855,0.0,0.0
1.4865,0.0,0.0
1.4875,0.0,0.0
1.4885,0.0,0.0
1.4895,0.0,0.0
1.4905,0.0,0.0
1.4915,0.0,0.0
1.4925,0.0,0.0
1.4935,0.0,0.0
1.4945,0.0,0.0
1.4955,0.0,0.0
1.4965,0.0,0.0
1.4975,0.0,0.0
1.4985,0.0,0.0
1.4995,0.0,0.0
1.5005,0.0,0.0
1.5015,0.0,0.0
1.5025,0.0,0.0
1.5035,0.0,0.0
1.5045,0.0,0.0
1.5055,0.0,0.0
1.5065,0.0,0.0
1.5075,0.0,0.0
1.5085,0.0,0.0
1.5095,0.0,0.0
1.5105,0.0,0.0
1.5115,0.0,0.0
1.5125,0.0,0.0
1.5135,0.0,0.0
1.5145,0.0,0.0
1.5155,0.0,0.0
1.5165,0.0,0.0
1.5175,0.0,0.0
1.5185,0.0,0.0
1.5195,0.0,0.0
1.5205,0.0,0.0
1.5215,0.0,0.0
1.5225,0.0,0.0
1.5235,0.0,0.0
1.5245,0.0,0.0
1.5255,0.0,0.0
1.5265,0.0,0.0
1.5275,0.0,0.0
1.5285,0.0,0.0
1.5295,0.0,0.0
1.5305,0.0,0.0
1.5315,0.0,0.0
1.5325,0.0,0.0
1.5335,0.0,0.0
1.5345,0.0,0.0
1.5355,0.0,0.0
1.5365,0.0,0.0
1.5375,0.0,0.0
1.5385,0.0,0.0
1.5395,0.0,0.0
1.5405,0.0,0.0
1.5415,0.0,0.0
1.5425,0.0,0.0
1.5435,0.0,0.0
1.5445,0.0,0.0
1.5455,0.0,0.0
1.5465,0.0,0.0
1.5475,0.0,0.0
1.5485,0.0,0.0
1.5495,0.0,0.0
1.5505,0.0,0.0
1.5515,0.0,0.0
1.5525,0.0,0.0
1.5535,0.0,0.0
1.5545,0.0,0.0
1.5555,0.0,0.0
1.5565,0.0,0.0
1.5575,0.0,0.0
1.5585,0.0,0.0
1.5595,0.0,0.0
1.5605,0.0,0.0
1.5615,0.0,0.0
1.5625,0.0,0.0
1.5635,0.0,0.0
1.5645,0.0,0.0
1.5655,0.0,0.0
1.5665,0.0,0.0
1.5675,0.0,0.0
1.5685,0.0,0.0
1.5695,0.0,0.0
1.5705,0.0,0.0
1.5715,0.0,0.0
1.5725,0.0,0.0
1.5735,0.0,0.0
1.5745,0.0,0.0
1.5755,0.0,0.0
1.5765,0.0,0.0
1.5775,0.0,0.0
1.5785,0.0,0.0
1.5795,0.0,0.0
1.5805,0.0,0.0
1.5815,0.0,0.0
1.5825,0.0,0.0
1.5835,0.0,0.0
1.5845,0.0,0.0
1.5855,0.0,0.0
1.5865,0.0,0.0
1.5875,0.0,0.0
1.5885,0.0,0.0
1.5895,0.0,0.0
1.5905,0.0,0.0
1.5915,0.0,0.0
1.5925,0.0,0.0
1.5935,0.0,0.0
1.5945,0.0,0.0
1.5955,0.0,0.0
1.5965,0.0,0.0
1.5975,0.0,0.0
1.5985,0.0,0.0
1.5995,0.0,0.0
1.6005,0.0,0.0
1.6015,0.0,0.0
1.6025,0.0,0.0
1.6035,0.0,0.0
1.6045,0.0,0.0
1.6055,0.0,0.0
1.6065,0.0,0.0
1.6075,0.0,0.0
1.6085,0.0,0.0
1.6095,0.0,0.0
1.6105,0.0,0.0
1.6115,0.0,0.0
1.6125,0.0,0.0
1.6135,0.0,0.0
1.6145,0.0,0.0
1.6155,0.0,0.0
1.6165,0.0,0.0
1.6175,0.0,0.0
1.6185,0.0,0.0
1.6195,0.0,0.0
1.6205,0.0,0.0
1.6215,0.0,0.0
1.6225,0.0,0.0
1.6235,0.0,0.0
1.6245,0.0,0.0
1.6255,0.0,0.0
1.6265,0.0,0.0
1.6275,0.0,0.0
1.6285,0.0,0.0
1.6295,0.0,0.0
1.6305,0.0,0.0
1.6315,0.0,0.0
1.6325,0.0,0.0
1.6335,0.0,0.0
1.6345,0.0,0.0
1.6355,0.0,0.0
1.6365,0.0,0.0
1.6375,0.0,0.0
1.6385,0.0,0.0
1.6395,0.0,0.0
1.6405,0.0,0.0
1.6415,0.0,0.0
1.6425,0.0,0.0
1.6435,0.0,0.0
1.6445,0.0,0.0
1.6455,0.0,0.0
1.6465,0.0,0.0
1.6475,0.0,0.0
1.6485,0.0,0.0
1.6495,0.0,0.0
1.6505,0.0,0.0
1.6515,0.0,0.0
1.6525,0.0,0.0
1.6535,0.0,0.0
1.6545,0.0,0.0
1.6555,0.0,0.0
1.6565,0.0,0.0
1.6575,0.0,0.0
1.6585,0.0,0.0
1.6595,0.0,0.0
1.6605,0.0,0.0
1.6615,0.0,0.0
1.6625,0.0,0.0
1.6635,0.0,0.0
1.6645,0.0,0.0
1.6655,0.0,0.0
1.6665,0.0,0.0
1.6675,0.0,0.0
1.6685,0.0,0.0
1.6695,0.0,0.0
1.6705,0.0,0.0
1.6715,0.0,0.0
1.6725,0.0,0.0
1.6735,0.0,0.0
1.6745,0.0,0.0
1.6755,0.0,0.0
1.6765,0.0,0.0
1.6775,0.0,0.0
1.6785,0.0,0.0
1.6795,0.0,0.0
1.6805,0.0,0.0
1.6815,0.0,0.0
1.6825,0.0,0.0
1.6835,0.0,0.0
1.6845,0.0,0.0
1.6855,0.0,0.0
1.6865,0.0,0.0
1.6875,0.0,0.0
1.6885,0.0,0.0
1.6895,0.0,0.0
1.6905,0.0,0.0
1.6915,0.0,0.0
1.6925,0.0,0.0
1.6935,0.0,0.0
1.6945,0.0,0.0
1.6955,0.0,0.0
1.6965,0.0,0.0
1.6975,0.0,0.0
1.6985,0.0,0.0
1.6995,0.0,0.0
1.7005,0.0,0.0
1.7015,0.0,0.0
1.7025,0.0,0.0
1.7035,0.0,0.0
1.7045,0.0,0.0
1.7055,0.0,0.0
1.7065,0.0,0.0
1.7075,0.0,0.0
1.7085,0.0,0.0
1.7095,0.0,0.0
1.7105,0.0,0.0
1.7115,0.0,0.0
1.7125,0.0,0.0
1.7135,0.0,0.0
1.7145,0.0,0.0
1.7155,0.0,0.0
1.7165,0.0,0.0
1.7175,0.0,0.0
1.7185,0.0,0.0
1.7195,0.0,0.0
1.7205,0.0,0.0
1.7215,0.0,0.0
1.7225,0.0,0.0
1.7235,0.0,0.0
1.7245,0.0,0.0
1.7255,0.0,0.0
1.7265,0.0,0.0
1.7275,0.0,0.0
1.7285,0.0,0.0
1.7295,0.0,0.0
1.7305,0.0,0.0
1.7315,0.0,0.0
1.7325,0.0,0.0
1.7335,0.0,0.0
1.7345,0.0,0.0
1.7355,0.0,0.0
1.7365,0.0,0.0
1.7375,0.0,0.0
1.7385,0.0,0.0
1.7395,0.0,0.0
1.7405,0.0,0.0
1.7415,0.0,0.0
1.7425,0.0,0.0
1.7435,0.0,0.0
1.7445,0.0,0.0
1.7455,0.0,0.0
1.7465,0.0,0.0
1.7475,0.0,0.0
1.7485,0.0,0.0
1.7495,0.0,0.0
1.7505,0.0,0.0
1.7515,0.0,0.0
1.7525,0.0,0.0
1.7535,0.0,0.0
1.7545,0.0,0.0
1.7555,0.0,0.0
1.7565,0.0,0.0
1.7575,0.0,0.0
1.7585,0.0,0.0
1.7595,0.0,0.0
1.7605,0.0,0.0
1.7615,0.0,0.0
1.7625,0.0,0.0
1.7635,0.0,0.0
1.7645,0.0,0.0
1.7655,0.0,0.0
1.7665,0.0,0.0
1.7675,0.0,0.0
1.7685,0.0,0.0
1.7695,0.0,0.0
1.7705,0.0,0.0
1.7715,0.0,0.0
1.7725,0.0,0.0
1.7735,0.0,0.0
1.7745,0.0,0.0
1.7755,0.0,0.0
1.7765,0.0,0.0
1.7775,0.0,0.0
1.7785,0.0,0.0
1.7795,0.0,0.0
1.7805,0.0,0.0
1.7815,0.0,0.0
1.7825,0.0,0.0
1.7835,0.0,0.0
1.7845,0.0,0.0
1.7855,0.0,0.0
1.7865,0.0,0.0
1.7875,0.0,0.0
1.7885,0.0,0.0
1.7895,0.0,0.0
1.7905,0.0,0.0
1.7915,0.0,0.0
1.7925,0.0,0.0
1.7935,0.0,0.0
1.7945,0.0,0.0
1.7955,0.0,0.0
1.7965,0.0,0.0
1.7975,0.0,0.0
1.7985,0.0,0.0
1.7995,0.0,0.0
1.8005,0.0,0.0
1.8015,0.0,0.0
1.8025,0.0,0.0
1.8035,0.0,0.0
1.8045,0.21555565611832533,0.17903494225527056
1.8055,1.1995397604632612,0.9963066412395726
1.8065,1.8152965587935073,1.5077382817613623
1.8075,2.3064170302462075,1.9083663777565627
1.8085,2.7204511218555703,2.2578707980975747
1.8095,3.0967001262973697,2.570143138930143
1.8105,3.440733690669672,2.8556778917221037
1.8115,3.760246560632558,3.1208614022471823
1.8125,4.0603302002256765,3.3699193917037236
1.8135,4.344558310408391,3.592055232026959
1.8145,4.6155520148987454,3.816111231397225
1.8155,4.875300419110685,4.030869682705121
1.8165,5.109584335469728,4.237613054780266
1.8175,5.3504378528987075,4.437363943059315
1.8185,5.583861610649302,4.6309529902687405
1.8195,5.810682035944818,4.800601737638847
1.8205,6.031590282846315,4.983109145095301
1.8215,6.247171158282152,5.1612152467227865
1.8225,6.457924566160377,5.335333047320871
1.8235,6.664281704983288,5.505818789455678
1.8245,6.84542424195929,5.672982229357709
1.8255,7.043453965341174,5.837094644004562
1.8265,7.238090642526221,5.975324401878096
1.8275,7.429590100737796,6.133414627893654
1.8285,7.618180375661776,6.28910321033407
1.8295,7.8040657216637115,6.442558769095801
1.8305,7.987429909873728,6.593933014370447
1.8315,8.143149677906244,6.743363004025782
1.8325,8.321400578529142,6.86436695569657
1.8335,8.497590316154568,7.009706793801395
1.8345,8.671843599388318,7.153449240528171
1.8355,8.844274635903835,7.295688506385365
1.8365,9.014988313905969,7.436511114202955
1.8375,9.184081218788375,7.57599673777844
1.8385,9.322600144132155,7.684318853648386
1.8395,9.488196451052817,7.820814552669215
1.8405,9.652424417611984,7.956182372828408
1.8415,9.815354918857926,8.09048073414412
1.8425,9.977053946458149,8.223764031421123
1.8435,10.137583059450844,8.356083005790696
1.8445,10.29699978319057,8.454459839799485
1.8455,10.422786754954844,8.584481487314438
1.8465,10.579646686545717,8.713675455348284
1.8475,10.735548948941469,8.842080661828264
1.8485,10.890537972901226,8.969733701096958
1.8495,11.044655593851548,9.096669029912743
1.8505,11.197941255156232,9.186892106997563
1.8515,11.350432191510162,9.311997047955664
1.8525,11.466219333541666,9.436478861110261
1.8535,11.616752611874563,9.560364865516847
1.8545,11.766593370567666,9.683680939525999
1.8555,11.915771427467954,9.767994949624562
1.8565,12.06431508645537,9.889764129204751
1.8575,12.135685402001469,10.011035304501283
1.8585,12.282115776505348,10.131829441812053
1.8595,12.388787042067671,10.252166498958289
1.8605,12.533673790684137,10.372065490301416
1.8615,12.678053086862805,10.45023925302549
1.8625,12.821945838483563,10.56884687131755
1.8635,12.965372013398571,10.687069900732155
1.8645,13.108350696054336,10.804924072157215
1.8655,13.250900139844529,10.922424431462137
1.8665,13.350654784517832,11.039585379450406
1.8675,13.491948872695202,11.112324184353577
1.8685,13.632865162542016,11.22838654942844
1.8695,13.773418985391995,11.344150377144988
1.8705,13.913625053390781,11.45962778481358
1.8715,14.053497492961704,11.574830407328264
1.8725,14.147992574813175,11.643381448964531
1.8735,14.286795899029448,11.757612499178078
1.8745,14.425305696322203,11.871601985373408
1.8755,14.563534003902252,11.985359813820711
1.8765,14.70149241146222,12.098895522495878
1.8775,14.839192083416433,12.163564043210439
1.8785,14.928947461987123,12.276232071354336
1.8795,15.065724570292378,12.38870534034262
1.8805,15.20227481162891,12.500992054212773
1.8815,15.338607814748007,12.613100130789254
1.8825,15.474732876556127,12.725037215016991
1.8835,15.610658977383071,12.785463448750507
1.8845,15.746394795370817,12.896633985630654
1.8855,15.831207669818966,13.007655547996379
1.8865,15.966155290461288,13.118534781150743
1.8875,16.100937511619534,13.229278114406531
1.8885,16.235561906726865,13.286317907916274
1.8895,16.370035808510913,13.396364176698663
1.8905,16.504366319191284,13.50629310184986
1.8915,16.585231601160878,13.616110314714145
1.8925,16.71886606921173,13.72582127339025
1.8935,16.852377559258777,13.779643240516576
1.8945,16.11190622282112,13.888715817879694
1.8955,16.238333265739957,13.997697911401787
1.8965,16.364660924445236,14.10659433417332
1.8975,16.490894619353554,14.215409758678417
1.8985,16.617039614107696,14.26615621731127
1.8995,16.68634474695788,14.374383180364186
1.9005,16.81190047480191,14.48254264667562
1.9015,16.937382661790124,14.59063876151872
1.9025,17.062795986046442,14.698675554844128
1.9035,17.188144996772447,14.746467283162616
1.9045,17.313434118967525,14.85395834410798
1.9055,17.438667657932267,14.961401717749816
1.9065,17.504108817841537,15.068800998789127
1.9075,17.62881802007949,15.176159686443423
1.9085,17.753484026261102,15.221099631944226
1.9095,17.8781106908494,15.327949356521632
1.9105,18.002701768614468,15.43476857043526
1.9115,18.12726091805275,15.541560410327977
1.9125,18.25179170466007,15.648327933107758
1.9135,18.313579864802012,15.690504142738149
1.9145,18.437639404331087,15.796794487569542
1.9155,18.561680812289325,15.90306929783646
1.9165,18.685707301216816,16.00933132594306
1.9175,18.809722005333693,16.11558325719142
1.9185,18.933727983068117,16.155071219305654
1.9195,18.99246202694941,16.260873555341465
1.9205,19.116034787405514,16.366673479006437
1.9215,19.239607565726985,16.472473417967297
1.9225,19.363183130968597,16.50977047135449
1.9235,19.486764187817894,16.61514027906581
1.9245,19.610353378573393,16.720517022048238
1.9255,19.733953285046187,16.82590290164998
1.9265,19.78932737049142,16.931300069205506
1.9275,19.91253137955093,16.966018882193893
1.9285,20.035753442535082,17.071007434751248
1.9295,20.15899590882369,17.176013371479506
1.9305,20.282261075974922,17.281038649960788
1.9315,20.405551191233396,17.38608518490869
1.9325,20.45807925142204,17.4182750375345
1.9335,20.58100047762843,17.522931769953065
1.9345,20.703952997788313,17.62761514645108
1.9355,20.826938864812167,17.732326914903254
1.9365,20.949960088213164,17.76243669926357
1.9375,21.07301863531582,17.866771965011594
1.9385,21.122773468989006,17.97114050890038
1.9395,21.2454863162333,18.075543930321917
1.9405,21.368241998756698,17.645278390007576
1.9415,21.49104232014113,17.74668335618761
1.9425,21.613889047354736,17.848126642963916
1.9435,21.736783911730157,17.949609680021087
1.9445,21.783826774458593,18.05113386839743
1.9455,21.906395899187498,18.074117461840693
1.9465,22.02901796609356,18.17528817248032
1.9475,22.15169456756596,18.27650387747513
1.9485,22.27442726489303,18.377765864983544
1.9495,22.397217589060453,18.479075398162475
1.9505,22.441599908974812,18.49964922138802
1.9515,22.56408170438143,18.600616632812287
1.9525,22.686625329186324,18.70163501307052
1.9535,22.809232195711143,18.8027055264048
1.9545,22.931903689694252,18.90382931514339
1.9555,23.05464117094749,18.922016201114413
1.9565,23.096405953104096,19.02280781420248
1.9575,23.218849760394214,19.12365575646884
1.9585,23.341363240629757,19.224561083206773
1.9595,23.463947651674424,19.240763756608253
1.9605,23.586604228539333,19.341343857352026
1.9615,23.709334183927307,19.441984129506338
1.9625,23.74851716943138,19.542685549643835
1.9635,23.870966274542607,19.643449076896985
1.9645,23.99349199785325,19.65729646546542
1.9655,24.11609546399809,19.757742564845977
1.9665,24.238777777862172,19.858253262284734
1.9675,24.275759954524066,19.958829447179124
1.9685,24.3981706550941,19.970713267844097
1.9695,24.52066311511155,20.07097741596664
1.9705,24.643238361245448,20.171309327275917
1.9715,24.7658974026209,20.271709827774355
1.9725,24.888641231210727,20.372179729424666
1.9735,24.923091066661076,20.381729964548665
1.9745,25.04557304562509,20.481893889404176
1.9755,25.168142378799637,20.582129251222522
1.9765,25.29079998997898,20.6824368054688
1.9775,25.413546787662636,20.69003686074715
1.9785,25.445829113380565,20.79004256043085
1.9795,25.56832103572056,20.890122312888924
1.9805,25.690904455939354,20.990276821991234
1.9815,25.81358022155859,21.090506780189617
1.9825,25.93634916642023,21.09578680208313
1.9835,26.059212110974723,21.19571954387215
1.9845,26.08899488084389,21.29572939863189
1.9855,26.211610321674563,21.395817012583674
1.9865,26.334321802965196,21.399154269372904
1.9875,26.457130091592703,21.498947745489758
1.9885,26.580035942416366,21.59882050021883
1.9895,26.60767209817135,21.69877313738939
1.9905,26.73033563685451,21.700169119099165
1.9915,26.853098576352636,21.79983029001967
1.9925,26.97596162331316,21.899572729985717
1.9935,27.09892547357072,21.999397003888422
1.9945,27.12442095281968,22.099303668015462
1.9955,27.247146994413097,22.098387391720674
1.9965,27.369975495496536,22.198005593958243
1.9975,27.49290710840656,22.29770742348673
1.9985,27.615942475726285,22.39749340146349
1.9995,27.639301359142614,22.394636351603207
2.0005,27.7621027984657,22.494135739860514
2.0015,27.885009483353066,22.593720402926646
2.0025,28.008022017047136,22.693390829576447
2.0035,28.131140993972085,22.688591778956106
2.0045,28.15236567499176,22.78797717344383
2.0055,28.275254039512966,22.88744935556594
2.0065,28.398250188757277,22.987008784203613
2.0075,28.521354681485864,23.086655911646954
2.0085,28.644568068469045,23.07954145476065
2.0095,28.663659403892897,23.178905293162313
2.0105,28.786644980192627,23.27835773868953
2.0115,28.909740656215007,23.377899216500037
2.0125,29.03294695033038,23.36883787658128
2.0135,29.156264373652327,23.46809700028989
2.0145,29.1732218176963,23.567445978399043
2.0155,29.296313763722473,23.66688521094168
2.0165,29.419517920529998,23.655873626874527
2.0175,29.542834769735375,23.75503119324753
